speaker_id,accent,word,distance,n_ref,speaker_dur,am_dur,norm_dist,all_dur
speaker_07,Nigerian,i'm,2.83991462263733,13,0.28,0.18462,0.202851,0.23521
speaker_07,Nigerian,strong,1.6679258618278126,13,0.26,0.24154,0.128302,0.26423
speaker_07,Nigerian,candidate,2.115849421977057,13,0.38,0.37077,0.1113605,0.40588
speaker_07,Nigerian,because,4.903747035016143,13,0.52,0.38154,0.1886057,0.41019
speaker_07,Nigerian,have,3.0285247441446868,13,0.14,0.18154,0.333651,0.1941
speaker_07,Nigerian,solid,4.080657621706633,13,0.24,0.35077,0.2326691,0.31811
speaker_07,Nigerian,experience,3.997448637868553,13,0.48,0.35538,0.1665604,0.41725
speaker_07,Nigerian,with,3.994842139907571,13,0.4,0.37385,0.1997421,0.27346
speaker_07,Nigerian,customers,7.204401368189939,12,0.58,0.55385,0.2484276,0.63077
speaker_07,Nigerian,getting,2.343461654549444,8,0.24,0.09077,0.1952885,0.13308
speaker_07,Nigerian,more,2.014119236557983,8,0.2,0.15692,0.2014119,0.12962
speaker_07,Nigerian,familiar,3.4712825349017695,8,0.42,0.20615,0.1652992,0.23231
speaker_07,Nigerian,products,13.929090350391895,7,0.98,0.32923,0.2842672,0.39462
speaker_07,Nigerian,pretty,9.277767509695163,7,0.66,0.08615,0.2811445,0.15925
speaker_07,Nigerian,detail,2.854511993404732,6,0.24,0.21273,0.237876,0.30857
speaker_07,Nigerian,oriented,23.58485582493683,1,1.08,0.16,0.4367566,0.364
speaker_07,Nigerian,which,7.768946261442636,6,0.54,0.19231,0.2877388,0.25321
speaker_07,Nigerian,helps,9.454660752234297,6,0.7,0.12154,0.2701332,0.16204
speaker_07,Nigerian,me,1.4525381507956845,6,0.18,0.08923,0.1613931,0.14231
speaker_07,Nigerian,catch,3.428700726447889,6,0.28,0.11846,0.2449072,0.13804
speaker_07,Nigerian,mistakes,2.5215370146668135,6,0.36,0.12308,0.1400854,0.18431
speaker_07,Nigerian,early,7.0655257616885,5,0.68,0.275,0.2078096,0.34417
speaker_07,Nigerian,looking,5.120566814422288,2,0.14,0.04615,0.7315095,0.09615
speaker_07,Nigerian,to,5.312756650268363,2,0.18,0.06462,0.5903063,0.09547
speaker_07,Nigerian,take,1.798209033879724,1,0.26,0.01231,0.1383238,0.07692
speaker_07,Nigerian,responsibility,12.143840391201078,1,0.6,0.07667,0.4047947,0.18511
speaker_07,Nigerian,this,2.47357126722459,1,0.14,0.01231,0.3533673,0.05808
speaker_07,Nigerian,kind,1.9638753632926669,1,0.18,0.01846,0.2182084,0.06808
speaker_07,Nigerian,of,1.309895595515584,1,0.18,0.01538,0.145544,0.05308
speaker_07,Nigerian,role,8.140660166679426,1,0.34,0.04308,0.4788624,0.1449
speaker_11,Nigerian,i,21.14978781627518,13,0.72,1.16615,0.3627272,0.46557
speaker_11,Nigerian,graduated,9.695999450927715,13,0.58,0.71077,0.2728312,0.65098
speaker_11,Nigerian,about,12.137896590056794,13,0.8,0.36308,0.3034474,0.41456
